test_id,v_id,m,n,r,threshold,norm,cpu_cycles,loop iterations,flops,fw_measured_flops
0,0,128,128,128,10.000000,0.000000,194399672.000000,10,0
1,0,128,128,128,10.000000,0.000000,175516949.000000,10,0
2,0,128,128,128,10.000000,0.000000,173283362.000000,10,0
0,1,128,128,128,10.000000,0.000000,177865977.000000,10,0
1,1,128,128,128,10.000000,0.000000,173341518.000000,10,0
2,1,128,128,128,10.000000,0.000000,175009903.000000,10,0
0,2,256,128,128,10.000000,0.000000,448847853.000000,10,0
1,2,256,128,128,10.000000,0.000000,461287291.000000,10,0
2,2,256,128,128,10.000000,0.000000,444282579.000000,10,0
0,3,256,128,128,10.000000,0.000000,448761019.000000,10,0
1,3,256,128,128,10.000000,0.000000,442887644.000000,10,0
2,3,256,128,128,10.000000,0.000000,444656566.000000,10,0
0,4,384,128,128,10.000000,0.000000,695664465.000000,10,0
1,4,384,128,128,10.000000,0.000000,687524343.000000,10,0
2,4,384,128,128,10.000000,0.000000,668343070.000000,10,0
0,5,384,128,128,10.000000,0.000000,526435493.000000,10,0
1,5,384,128,128,10.000000,0.000000,529741467.000000,10,0
2,5,384,128,128,10.000000,0.000000,526696972.000000,10,0
0,6,512,128,128,10.000000,0.000000,929220252.000000,10,0
1,6,512,128,128,10.000000,0.000000,890473866.000000,10,0
2,6,512,128,128,10.000000,0.000000,893273001.000000,10,0
0,7,512,128,128,10.000000,0.000000,707103086.000000,10,0
1,7,512,128,128,10.000000,0.000000,699709825.000000,10,0
2,7,512,128,128,10.000000,0.000000,704344377.000000,10,0
0,8,640,128,128,10.000000,0.000000,1155210979.000000,10,0
1,8,640,128,128,10.000000,0.000000,1120884451.000000,10,0
2,8,640,128,128,10.000000,0.000000,1111707688.000000,10,0
0,9,640,128,128,10.000000,0.000000,879816148.000000,10,0
1,9,640,128,128,10.000000,0.000000,878311295.000000,10,0
2,9,640,128,128,10.000000,0.000000,913357365.000000,10,0
0,10,768,128,128,10.000000,0.000000,1338444109.000000,10,0
1,10,768,128,128,10.000000,0.000000,1336944681.000000,10,0
2,10,768,128,128,10.000000,0.000000,1339382441.000000,10,0
0,11,768,128,128,10.000000,0.000000,1051904047.000000,10,0
1,11,768,128,128,10.000000,0.000000,1060824878.000000,10,0
2,11,768,128,128,10.000000,0.000000,1056232536.000000,10,0
0,12,896,128,128,10.000000,0.000000,1598866683.000000,10,0
1,12,896,128,128,10.000000,0.000000,1565556038.000000,10,0
2,12,896,128,128,10.000000,0.000000,1561622322.000000,10,0
0,13,896,128,128,10.000000,0.000000,1228397271.000000,10,0
1,13,896,128,128,10.000000,0.000000,1229533579.000000,10,0
2,13,896,128,128,10.000000,0.000000,1231726577.000000,10,0
0,14,1024,128,128,10.000000,0.000000,1809632956.000000,10,0
1,14,1024,128,128,10.000000,0.000000,1808731407.000000,10,0
2,14,1024,128,128,10.000000,0.000000,1791828942.000000,10,0
0,15,1024,128,128,10.000000,0.000000,1416937893.000000,10,0
1,15,1024,128,128,10.000000,0.000000,1412377903.000000,10,0
2,15,1024,128,128,10.000000,0.000000,1408879533.000000,10,0
0,16,1152,128,128,10.000000,0.000000,2055574108.000000,10,0
1,16,1152,128,128,10.000000,0.000000,2100264479.000000,10,0
2,16,1152,128,128,10.000000,0.000000,2021486101.000000,10,0
0,17,1152,128,128,10.000000,0.000000,1593213508.000000,10,0
1,17,1152,128,128,10.000000,0.000000,1587479899.000000,10,0
2,17,1152,128,128,10.000000,0.000000,1599454699.000000,10,0
0,18,1280,128,128,10.000000,0.000000,2258231976.000000,10,0
1,18,1280,128,128,10.000000,0.000000,2235416137.000000,10,0
2,18,1280,128,128,10.000000,0.000000,2249244846.000000,10,0
0,19,1280,128,128,10.000000,0.000000,1766177190.000000,10,0
1,19,1280,128,128,10.000000,0.000000,1761226985.000000,10,0
2,19,1280,128,128,10.000000,0.000000,1776048102.000000,10,0
